asignacion_id,calendario_sk,equipo_sk,personal_sk,rol_desempenado,horas_laboradas,id_clave_unica
1185,20260828,46,119,AYUDANTE 2,12.0,20260828-RAURA-XRD90USS-004-A
1186,20260828,46,215,PERFORISTA,12.0,20260828-RAURA-XRD90USS-004-B
1187,20260828,46,107,AYUDANTE 1,12.0,20260828-RAURA-XRD90USS-004-B
1188,20260828,46,30,AYUDANTE 2,12.0,20260828-RAURA-XRD90USS-004-B
1189,20260829,46,85,PERFORISTA,12.0,20260829-RAURA-XRD90USS-004-A
1190,20260829,46,101,AYUDANTE 1,12.0,20260829-RAURA-XRD90USS-004-A
1191,20260829,46,119,AYUDANTE 2,12.0,20260829-RAURA-XRD90USS-004-A
1192,20260829,46,215,PERFORISTA,12.0,20260829-RAURA-XRD90USS-004-B
1193,20260829,46,107,AYUDANTE 1,12.0,20260829-RAURA-XRD90USS-004-B
1194,20260829,46,30,AYUDANTE 2,12.0,20260829-RAURA-XRD90USS-004-B
1195,20260830,46,85,PERFORISTA,12.0,20260830-RAURA-XRD90USS-004-A
1196,20260830,46,101,AYUDANTE 1,12.0,20260830-RAURA-XRD90USS-004-A
1197,20260830,46,119,AYUDANTE 2,12.0,20260830-RAURA-XRD90USS-004-A
1198,20260830,46,215,PERFORISTA,12.0,20260830-RAURA-XRD90USS-004-B
1199,20260830,46,107,AYUDANTE 1,12.0,20260830-RAURA-XRD90USS-004-B
1200,20260830,46,30,AYUDANTE 2,12.0,20260830-RAURA-XRD90USS-004-B
1201,20260826,45,401,PERFORISTA,12.0,20260826-RAURA-XRD90USS-001-A
1202,20260826,45,331,AYUDANTE 1,12.0,20260826-RAURA-XRD90USS-001-A
1203,20260826,45,371,AYUDANTE 2,12.0,20260826-RAURA-XRD90USS-001-A
1204,20260826,45,308,PERFORISTA,12.0,20260826-RAURA-XRD90USS-001-B
1205,20260826,45,252,AYUDANTE 1,12.0,20260826-RAURA-XRD90USS-001-B
1206,20260826,45,348,AYUDANTE 2,12.0,20260826-RAURA-XRD90USS-001-B
1207,20260827,45,401,PERFORISTA,12.0,20260827-RAURA-XRD90USS-001-A
1208,20260827,45,331,AYUDANTE 1,12.0,20260827-RAURA-XRD90USS-001-A
1209,20260827,45,371,AYUDANTE 2,12.0,20260827-RAURA-XRD90USS-001-A
1210,20260827,45,308,PERFORISTA,12.0,20260827-RAURA-XRD90USS-001-B
1211,20260827,45,252,AYUDANTE 1,12.0,20260827-RAURA-XRD90USS-001-B
1212,20260827,45,348,AYUDANTE 2,12.0,20260827-RAURA-XRD90USS-001-B
1213,20260827,45,308,PERFORISTA,12.0,20260827-RAURA-XRD90USS-001-B
1214,20260827,45,252,AYUDANTE 1,12.0,20260827-RAURA-XRD90USS-001-B
1215,20260827,45,348,AYUDANTE 2,12.0,20260827-RAURA-XRD90USS-001-B
1216,20260828,45,401,PERFORISTA,12.0,20260828-RAURA-XRD90USS-001-A
1217,20260828,45,331,AYUDANTE 1,12.0,20260828-RAURA-XRD90USS-001-A
1218,20260828,45,371,AYUDANTE 2,12.0,20260828-RAURA-XRD90USS-001-A
1219,20260828,45,308,PERFORISTA,12.0,20260828-RAURA-XRD90USS-001-B
1220,20260828,45,252,AYUDANTE 1,12.0,20260828-RAURA-XRD90USS-001-B
1221,20260828,45,348,AYUDANTE 2,12.0,20260828-RAURA-XRD90USS-001-B
1222,20260829,45,401,PERFORISTA,12.0,20260829-RAURA-XRD90USS-001-A
1223,20260829,45,331,AYUDANTE 1,12.0,20260829-RAURA-XRD90USS-001-A
1224,20260829,45,371,AYUDANTE 2,12.0,20260829-RAURA-XRD90USS-001-A
1225,20260829,45,308,PERFORISTA,12.0,20260829-RAURA-XRD90USS-001-B
1226,20260829,45,252,AYUDANTE 1,12.0,20260829-RAURA-XRD90USS-001-B
1227,20260829,45,348,AYUDANTE 2,12.0,20260829-RAURA-XRD90USS-001-B
1228,20260830,45,401,PERFORISTA,12.0,20260830-RAURA-XRD90USS-001-A
1229,20260830,45,331,AYUDANTE 1,12.0,20260830-RAURA-XRD90USS-001-A
1230,20260830,45,371,AYUDANTE 2,12.0,20260830-RAURA-XRD90USS-001-A
1231,20260830,45,308,PERFORISTA,12.0,20260830-RAURA-XRD90USS-001-B
1232,20260830,45,252,AYUDANTE 1,12.0,20260830-RAURA-XRD90USS-001-B
1233,20260830,45,348,AYUDANTE 2,12.0,20260830-RAURA-XRD90USS-001-B
1234,20260826,44,394,PERFORISTA,12.0,20260826-RAURA-XRD150UBT-001-A
1235,20260826,44,146,AYUDANTE 1,12.0,20260826-RAURA-XRD150UBT-001-A
1236,20260826,44,128,AYUDANTE 2,12.0,20260826-RAURA-XRD150UBT-001-A
1237,20260826,44,233,PERFORISTA,12.0,20260826-RAURA-XRD150UBT-001-B
1238,20260826,44,100,AYUDANTE 1,12.0,20260826-RAURA-XRD150UBT-001-B
1239,20260826,44,41,AYUDANTE 2,12.0,20260826-RAURA-XRD150UBT-001-B
1240,20260827,44,394,PERFORISTA,12.0,20260827-RAURA-XRD150UBT-001-A
1241,20260827,44,146,AYUDANTE 1,12.0,20260827-RAURA-XRD150UBT-001-A
1242,20260827,44,128,AYUDANTE 2,12.0,20260827-RAURA-XRD150UBT-001-A
1243,20260827,44,233,PERFORISTA,12.0,20260827-RAURA-XRD150UBT-001-B
1244,20260827,44,100,AYUDANTE 1,12.0,20260827-RAURA-XRD150UBT-001-B
1245,20260827,44,41,AYUDANTE 2,12.0,20260827-RAURA-XRD150UBT-001-B
1246,20260828,44,394,PERFORISTA,12.0,20260828-RAURA-XRD150UBT-001-A
1247,20260828,44,146,AYUDANTE 1,12.0,20260828-RAURA-XRD150UBT-001-A
1248,20260828,44,128,AYUDANTE 2,12.0,20260828-RAURA-XRD150UBT-001-A
1249,20260828,44,233,PERFORISTA,12.0,20260828-RAURA-XRD150UBT-001-B
1250,20260828,44,100,AYUDANTE 1,12.0,20260828-RAURA-XRD150UBT-001-B
1251,20260828,44,41,AYUDANTE 2,12.0,20260828-RAURA-XRD150UBT-001-B
1252,20260829,44,394,PERFORISTA,12.0,20260829-RAURA-XRD150UBT-001-A
1253,20260829,44,146,AYUDANTE 1,12.0,20260829-RAURA-XRD150UBT-001-A
1254,20260829,44,128,AYUDANTE 2,12.0,20260829-RAURA-XRD150UBT-001-A
1255,20260829,44,233,PERFORISTA,12.0,20260829-RAURA-XRD150UBT-001-B
1256,20260829,44,100,AYUDANTE 1,12.0,20260829-RAURA-XRD150UBT-001-B
1257,20260829,44,41,AYUDANTE 2,12.0,20260829-RAURA-XRD150UBT-001-B
1258,20260830,44,394,PERFORISTA,12.0,20260830-RAURA-XRD150UBT-001-A
1259,20260830,44,146,AYUDANTE 1,12.0,20260830-RAURA-XRD150UBT-001-A
1260,20260830,44,128,AYUDANTE 2,12.0,20260830-RAURA-XRD150UBT-001-A
1261,20260830,44,233,PERFORISTA,12.0,20260830-RAURA-XRD150UBT-001-B
1262,20260830,44,100,AYUDANTE 1,12.0,20260830-RAURA-XRD150UBT-001-B
1263,20260830,44,41,AYUDANTE 2,12.0,20260830-RAURA-XRD150UBT-001-B
1264,20260826,43,351,PERFORISTA,12.0,20260826-RAURA-XRD150U-005-A
1265,20260826,43,324,AYUDANTE 1,12.0,20260826-RAURA-XRD150U-005-A
1266,20260826,43,372,AYUDANTE 2,12.0,20260826-RAURA-XRD150U-005-A
1267,20260826,43,229,PERFORISTA,12.0,20260826-RAURA-XRD150U-005-B
1268,20260826,43,102,AYUDANTE 1,12.0,20260826-RAURA-XRD150U-005-B
1269,20260826,43,244,AYUDANTE 2,12.0,20260826-RAURA-XRD150U-005-B
1270,20260827,43,351,PERFORISTA,12.0,20260827-RAURA-XRD150U-005-A
1271,20260827,43,324,AYUDANTE 1,12.0,20260827-RAURA-XRD150U-005-A
1272,20260827,43,372,AYUDANTE 2,12.0,20260827-RAURA-XRD150U-005-A
1273,20260827,43,229,PERFORISTA,12.0,20260827-RAURA-XRD150U-005-B
1274,20260827,43,102,AYUDANTE 1,12.0,20260827-RAURA-XRD150U-005-B
1275,20260827,43,244,AYUDANTE 2,12.0,20260827-RAURA-XRD150U-005-B
1276,20260828,43,351,PERFORISTA,12.0,20260828-RAURA-XRD150U-005-A
1277,20260828,43,324,AYUDANTE 1,12.0,20260828-RAURA-XRD150U-005-A
1278,20260828,43,372,AYUDANTE 2,12.0,20260828-RAURA-XRD150U-005-A
1279,20260828,43,229,PERFORISTA,12.0,20260828-RAURA-XRD150U-005-B
1280,20260828,43,102,AYUDANTE 1,12.0,20260828-RAURA-XRD150U-005-B
1281,20260828,43,244,AYUDANTE 2,12.0,20260828-RAURA-XRD150U-005-B
1282,20260829,43,351,PERFORISTA,12.0,20260829-RAURA-XRD150U-005-A
1283,20260829,43,324,AYUDANTE 1,12.0,20260829-RAURA-XRD150U-005-A
1284,20260829,43,372,AYUDANTE 2,12.0,20260829-RAURA-XRD150U-005-A
1285,20260829,43,229,PERFORISTA,12.0,20260829-RAURA-XRD150U-005-B
1286,20260829,43,102,AYUDANTE 1,12.0,20260829-RAURA-XRD150U-005-B
1287,20260829,43,244,AYUDANTE 2,12.0,20260829-RAURA-XRD150U-005-B
1288,20260830,43,351,PERFORISTA,12.0,20260830-RAURA-XRD150U-005-A
1289,20260830,43,324,AYUDANTE 1,12.0,20260830-RAURA-XRD150U-005-A
1290,20260830,43,372,AYUDANTE 2,12.0,20260830-RAURA-XRD150U-005-A
1291,20260830,43,229,PERFORISTA,12.0,20260830-RAURA-XRD150U-005-B
1292,20260830,43,102,AYUDANTE 1,12.0,20260830-RAURA-XRD150U-005-B
1293,20260830,43,244,AYUDANTE 2,12.0,20260830-RAURA-XRD150U-005-B
1294,20260826,50,191,PERFORISTA,12.0,20260826-SAN CRISTOBAL-XRD90U-023-A
1295,20260826,50,137,AYUDANTE 1,12.0,20260826-SAN CRISTOBAL-XRD90U-023-A
1296,20260826,50,400,AYUDANTE 2,12.0,20260826-SAN CRISTOBAL-XRD90U-023-A
1297,20260826,50,140,PERFORISTA,12.0,20260826-SAN CRISTOBAL-XRD90U-023-B
1298,20260826,50,217,AYUDANTE 1,12.0,20260826-SAN CRISTOBAL-XRD90U-023-B
1299,20260826,50,260,AYUDANTE 2,12.0,20260826-SAN CRISTOBAL-XRD90U-023-B
1300,20260827,50,191,PERFORISTA,12.0,20260827-SAN CRISTOBAL-XRD90U-023-A
1301,20260827,50,137,AYUDANTE 1,12.0,20260827-SAN CRISTOBAL-XRD90U-023-A
1302,20260827,50,400,AYUDANTE 2,12.0,20260827-SAN CRISTOBAL-XRD90U-023-A
1303,20260827,50,140,PERFORISTA,12.0,20260827-SAN CRISTOBAL-XRD90U-023-B
1304,20260827,50,217,AYUDANTE 1,12.0,20260827-SAN CRISTOBAL-XRD90U-023-B
1305,20260827,50,260,AYUDANTE 2,12.0,20260827-SAN CRISTOBAL-XRD90U-023-B
1306,20260828,50,191,PERFORISTA,12.0,20260828-SAN CRISTOBAL-XRD90U-023-A
1307,20260828,50,137,AYUDANTE 1,12.0,20260828-SAN CRISTOBAL-XRD90U-023-A
1308,20260828,50,400,AYUDANTE 2,12.0,20260828-SAN CRISTOBAL-XRD90U-023-A
1309,20260828,50,140,PERFORISTA,12.0,20260828-SAN CRISTOBAL-XRD90U-023-B
1310,20260828,50,217,AYUDANTE 1,12.0,20260828-SAN CRISTOBAL-XRD90U-023-B
1311,20260828,50,260,AYUDANTE 2,12.0,20260828-SAN CRISTOBAL-XRD90U-023-B
1312,20260829,50,191,PERFORISTA,12.0,20260829-SAN CRISTOBAL-XRD90U-023-A
1313,20260829,50,137,AYUDANTE 1,12.0,20260829-SAN CRISTOBAL-XRD90U-023-A
1314,20260829,50,400,AYUDANTE 2,12.0,20260829-SAN CRISTOBAL-XRD90U-023-A
1315,20260829,50,140,PERFORISTA,12.0,20260829-SAN CRISTOBAL-XRD90U-023-B
1316,20260829,50,217,AYUDANTE 1,12.0,20260829-SAN CRISTOBAL-XRD90U-023-B
1317,20260829,50,260,AYUDANTE 2,12.0,20260829-SAN CRISTOBAL-XRD90U-023-B
1318,20260830,50,191,PERFORISTA,12.0,20260830-SAN CRISTOBAL-XRD90U-023-A
1319,20260830,50,137,AYUDANTE 1,12.0,20260830-SAN CRISTOBAL-XRD90U-023-A
1320,20260830,50,266,AYUDANTE 2,12.0,20260830-SAN CRISTOBAL-XRD90U-023-A
1321,20260830,50,140,PERFORISTA,12.0,20260830-SAN CRISTOBAL-XRD90U-023-B
1322,20260830,50,217,AYUDANTE 1,12.0,20260830-SAN CRISTOBAL-XRD90U-023-B
1323,20260830,50,260,AYUDANTE 2,12.0,20260830-SAN CRISTOBAL-XRD90U-023-B
1324,20260826,49,40,PERFORISTA,12.0,20260826-SAN CRISTOBAL-XRD90U-004-A
1325,20260826,49,26,AYUDANTE 1,12.0,20260826-SAN CRISTOBAL-XRD90U-004-A
1326,20260826,49,290,AYUDANTE 2,12.0,20260826-SAN CRISTOBAL-XRD90U-004-A
1327,20260826,49,116,PERFORISTA,12.0,20260826-SAN CRISTOBAL-XRD90U-004-B
1328,20260826,49,361,AYUDANTE 1,12.0,20260826-SAN CRISTOBAL-XRD90U-004-B
1329,20260826,49,126,AYUDANTE 2,12.0,20260826-SAN CRISTOBAL-XRD90U-004-B
1330,20260827,49,40,PERFORISTA,12.0,20260827-SAN CRISTOBAL-XRD90U-004-A
1331,20260827,49,26,AYUDANTE 1,12.0,20260827-SAN CRISTOBAL-XRD90U-004-A
1332,20260827,49,290,AYUDANTE 2,12.0,20260827-SAN CRISTOBAL-XRD90U-004-A
1333,20260827,49,116,PERFORISTA,12.0,20260827-SAN CRISTOBAL-XRD90U-004-B
1334,20260827,49,361,AYUDANTE 1,12.0,20260827-SAN CRISTOBAL-XRD90U-004-B
1335,20260827,49,126,AYUDANTE 2,12.0,20260827-SAN CRISTOBAL-XRD90U-004-B
1336,20260828,49,40,PERFORISTA,12.0,20260828-SAN CRISTOBAL-XRD90U-004-A
1337,20260828,49,26,AYUDANTE 1,12.0,20260828-SAN CRISTOBAL-XRD90U-004-A
1338,20260828,49,290,AYUDANTE 2,12.0,20260828-SAN CRISTOBAL-XRD90U-004-A
1339,20260828,49,116,PERFORISTA,12.0,20260828-SAN CRISTOBAL-XRD90U-004-B
1340,20260828,49,361,AYUDANTE 1,12.0,20260828-SAN CRISTOBAL-XRD90U-004-B
1341,20260828,49,126,AYUDANTE 2,12.0,20260828-SAN CRISTOBAL-XRD90U-004-B
1342,20260829,49,40,PERFORISTA,12.0,20260829-SAN CRISTOBAL-XRD90U-004-A
1343,20260829,49,26,AYUDANTE 1,12.0,20260829-SAN CRISTOBAL-XRD90U-004-A
1344,20260829,49,290,AYUDANTE 2,12.0,20260829-SAN CRISTOBAL-XRD90U-004-A
1345,20260829,49,116,PERFORISTA,12.0,20260829-SAN CRISTOBAL-XRD90U-004-B
1346,20260829,49,361,AYUDANTE 1,12.0,20260829-SAN CRISTOBAL-XRD90U-004-B
1347,20260829,49,126,AYUDANTE 2,12.0,20260829-SAN CRISTOBAL-XRD90U-004-B
1348,20260830,49,40,PERFORISTA,12.0,20260830-SAN CRISTOBAL-XRD90U-004-A
1349,20260830,49,3,AYUDANTE 1,12.0,20260830-SAN CRISTOBAL-XRD90U-004-A
1350,20260830,49,3,AYUDANTE 2,12.0,20260830-SAN CRISTOBAL-XRD90U-004-A
1351,20260830,49,116,PERFORISTA,12.0,20260830-SAN CRISTOBAL-XRD90U-004-B
1352,20260830,49,361,AYUDANTE 1,12.0,20260830-SAN CRISTOBAL-XRD90U-004-B
1353,20260830,49,126,AYUDANTE 2,12.0,20260830-SAN CRISTOBAL-XRD90U-004-B
1354,20260826,48,47,PERFORISTA,12.0,20260826-SAN CRISTOBAL-XRD150U-012-A
1355,20260826,48,164,AYUDANTE 1,12.0,20260826-SAN CRISTOBAL-XRD150U-012-A
1356,20260826,48,285,AYUDANTE 2,12.0,20260826-SAN CRISTOBAL-XRD150U-012-A
1357,20260826,48,408,PERFORISTA,12.0,20260826-SAN CRISTOBAL-XRD150U-012-B
1358,20260826,48,362,AYUDANTE 1,12.0,20260826-SAN CRISTOBAL-XRD150U-012-B
1359,20260826,48,288,AYUDANTE 2,12.0,20260826-SAN CRISTOBAL-XRD150U-012-B
1360,20260827,48,47,PERFORISTA,12.0,20260827-SAN CRISTOBAL-XRD150U-012-A
1361,20260827,48,164,AYUDANTE 1,12.0,20260827-SAN CRISTOBAL-XRD150U-012-A
1362,20260827,48,285,AYUDANTE 2,12.0,20260827-SAN CRISTOBAL-XRD150U-012-A
1363,20260827,48,408,PERFORISTA,12.0,20260827-SAN CRISTOBAL-XRD150U-012-B
1364,20260827,48,362,AYUDANTE 1,12.0,20260827-SAN CRISTOBAL-XRD150U-012-B
1365,20260827,48,288,AYUDANTE 2,12.0,20260827-SAN CRISTOBAL-XRD150U-012-B
1366,20260828,48,47,PERFORISTA,12.0,20260828-SAN CRISTOBAL-XRD150U-012-A
1367,20260828,48,164,AYUDANTE 1,12.0,20260828-SAN CRISTOBAL-XRD150U-012-A
1368,20260828,48,285,AYUDANTE 2,12.0,20260828-SAN CRISTOBAL-XRD150U-012-A
1369,20260828,48,408,PERFORISTA,12.0,20260828-SAN CRISTOBAL-XRD150U-012-B
1370,20260828,48,362,AYUDANTE 1,12.0,20260828-SAN CRISTOBAL-XRD150U-012-B
1371,20260828,48,288,AYUDANTE 2,12.0,20260828-SAN CRISTOBAL-XRD150U-012-B
1372,20260829,48,47,PERFORISTA,12.0,20260829-SAN CRISTOBAL-XRD150U-012-A
1373,20260829,48,164,AYUDANTE 1,12.0,20260829-SAN CRISTOBAL-XRD150U-012-A
1374,20260829,48,285,AYUDANTE 2,12.0,20260829-SAN CRISTOBAL-XRD150U-012-A
1375,20260829,48,408,PERFORISTA,12.0,20260829-SAN CRISTOBAL-XRD150U-012-B
1376,20260829,48,362,AYUDANTE 1,12.0,20260829-SAN CRISTOBAL-XRD150U-012-B
1377,20260829,48,288,AYUDANTE 2,12.0,20260829-SAN CRISTOBAL-XRD150U-012-B
1378,20260830,48,47,PERFORISTA,12.0,20260830-SAN CRISTOBAL-XRD150U-012-A
1379,20260830,48,3,AYUDANTE 1,12.0,20260830-SAN CRISTOBAL-XRD150U-012-A
1380,20260830,48,3,AYUDANTE 2,12.0,20260830-SAN CRISTOBAL-XRD150U-012-A
1381,20260826,47,15,PERFORISTA,12.0,20260826-SAN CRISTOBAL-DE710ST-001-A
1382,20260826,47,38,AYUDANTE 1,12.0,20260826-SAN CRISTOBAL-DE710ST-001-A
1383,20260826,47,171,AYUDANTE 2,12.0,20260826-SAN CRISTOBAL-DE710ST-001-A
1384,20260826,47,73,PERFORISTA,12.0,20260826-SAN CRISTOBAL-DE710ST-001-B
1385,20260826,47,97,AYUDANTE 1,12.0,20260826-SAN CRISTOBAL-DE710ST-001-B
1386,20260826,47,276,AYUDANTE 2,12.0,20260826-SAN CRISTOBAL-DE710ST-001-B
1387,20260827,47,15,PERFORISTA,12.0,20260827-SAN CRISTOBAL-DE710ST-001-A
1388,20260827,47,38,AYUDANTE 1,12.0,20260827-SAN CRISTOBAL-DE710ST-001-A
1389,20260827,47,171,AYUDANTE 2,12.0,20260827-SAN CRISTOBAL-DE710ST-001-A
1390,20260827,47,73,PERFORISTA,12.0,20260827-SAN CRISTOBAL-DE710ST-001-B
1391,20260827,47,97,AYUDANTE 1,12.0,20260827-SAN CRISTOBAL-DE710ST-001-B
1392,20260827,47,361,AYUDANTE 2,12.0,20260827-SAN CRISTOBAL-DE710ST-001-B
1393,20260828,47,15,PERFORISTA,12.0,20260828-SAN CRISTOBAL-DE710ST-001-A
1394,20260828,47,38,AYUDANTE 1,12.0,20260828-SAN CRISTOBAL-DE710ST-001-A
1395,20260828,47,171,AYUDANTE 2,12.0,20260828-SAN CRISTOBAL-DE710ST-001-A
1396,20260828,47,73,PERFORISTA,12.0,20260828-SAN CRISTOBAL-DE710ST-001-B
1397,20260828,47,97,AYUDANTE 1,12.0,20260828-SAN CRISTOBAL-DE710ST-001-B
1398,20260828,47,361,AYUDANTE 2,12.0,20260828-SAN CRISTOBAL-DE710ST-001-B
1399,20260829,47,15,PERFORISTA,12.0,20260829-SAN CRISTOBAL-DE710ST-001-A
1400,20260829,47,38,AYUDANTE 1,12.0,20260829-SAN CRISTOBAL-DE710ST-001-A
1401,20260829,47,171,AYUDANTE 2,12.0,20260829-SAN CRISTOBAL-DE710ST-001-A
1402,20260829,47,73,PERFORISTA,12.0,20260829-SAN CRISTOBAL-DE710ST-001-B
1403,20260829,47,97,AYUDANTE 1,12.0,20260829-SAN CRISTOBAL-DE710ST-001-B
1404,20260829,47,276,AYUDANTE 2,12.0,20260829-SAN CRISTOBAL-DE710ST-001-B
1405,20260830,47,15,PERFORISTA,12.0,20260830-SAN CRISTOBAL-DE710ST-001-A
1406,20260830,47,38,AYUDANTE 1,12.0,20260830-SAN CRISTOBAL-DE710ST-001-A
1407,20260830,47,171,AYUDANTE 2,12.0,20260830-SAN CRISTOBAL-DE710ST-001-A
1408,20260830,47,73,PERFORISTA,12.0,20260830-SAN CRISTOBAL-DE710ST-001-B
1409,20260830,47,97,AYUDANTE 1,12.0,20260830-SAN CRISTOBAL-DE710ST-001-B
1410,20260830,47,276,AYUDANTE 2,12.0,20260830-SAN CRISTOBAL-DE710ST-001-B
1411,20260826,51,112,PERFORISTA,12.0,20260826-TAMBOJASA-DE710T-002-A
1412,20260826,51,103,AYUDANTE 1,12.0,20260826-TAMBOJASA-DE710T-002-A
1413,20260826,51,124,AYUDANTE 2,12.0,20260826-TAMBOJASA-DE710T-002-A
1414,20260826,51,151,PERFORISTA,12.0,20260826-TAMBOJASA-DE710T-002-B
1415,20260826,51,289,AYUDANTE 1,12.0,20260826-TAMBOJASA-DE710T-002-B
1416,20260826,51,358,AYUDANTE 2,12.0,20260826-TAMBOJASA-DE710T-002-B
1417,20260827,51,112,PERFORISTA,12.0,20260827-TAMBOJASA-DE710T-002-A
1418,20260827,51,103,AYUDANTE 1,12.0,20260827-TAMBOJASA-DE710T-002-A
1419,20260827,51,124,AYUDANTE 2,12.0,20260827-TAMBOJASA-DE710T-002-A
1420,20260827,51,151,PERFORISTA,12.0,20260827-TAMBOJASA-DE710T-002-B
1421,20260827,51,289,AYUDANTE 1,12.0,20260827-TAMBOJASA-DE710T-002-B
1422,20260827,51,358,AYUDANTE 2,12.0,20260827-TAMBOJASA-DE710T-002-B
1423,20260828,51,112,PERFORISTA,12.0,20260828-TAMBOJASA-DE710T-002-A
1424,20260828,51,103,AYUDANTE 1,12.0,20260828-TAMBOJASA-DE710T-002-A
1425,20260828,51,124,AYUDANTE 2,12.0,20260828-TAMBOJASA-DE710T-002-A
1426,20260828,51,151,PERFORISTA,12.0,20260828-TAMBOJASA-DE710T-002-B
1427,20260828,51,289,AYUDANTE 1,12.0,20260828-TAMBOJASA-DE710T-002-B
1428,20260828,51,358,AYUDANTE 2,12.0,20260828-TAMBOJASA-DE710T-002-B
1429,20260829,51,112,PERFORISTA,12.0,20260829-TAMBOJASA-DE710T-002-A
1430,20260829,51,103,AYUDANTE 1,12.0,20260829-TAMBOJASA-DE710T-002-A
1431,20260829,51,124,AYUDANTE 2,12.0,20260829-TAMBOJASA-DE710T-002-A
1432,20260829,51,151,PERFORISTA,12.0,20260829-TAMBOJASA-DE710T-002-B
1433,20260829,51,289,AYUDANTE 1,12.0,20260829-TAMBOJASA-DE710T-002-B
1434,20260829,51,358,AYUDANTE 2,12.0,20260829-TAMBOJASA-DE710T-002-B
1435,20260830,51,112,PERFORISTA,12.0,20260830-TAMBOJASA-DE710T-002-A
1436,20260830,51,103,AYUDANTE 1,12.0,20260830-TAMBOJASA-DE710T-002-A
1437,20260830,51,124,AYUDANTE 2,12.0,20260830-TAMBOJASA-DE710T-002-A
1438,20260830,51,151,PERFORISTA,12.0,20260830-TAMBOJASA-DE710T-002-B
1439,20260830,51,289,AYUDANTE 1,12.0,20260830-TAMBOJASA-DE710T-002-B
1440,20260830,51,358,AYUDANTE 2,12.0,20260830-TAMBOJASA-DE710T-002-B
1441,20260826,52,77,PERFORISTA,12.0,20260826-TAMBOJASA-XRD150U-009-A
1442,20260826,52,259,AYUDANTE 1,12.0,20260826-TAMBOJASA-XRD150U-009-A
1443,20260826,52,261,AYUDANTE 2,12.0,20260826-TAMBOJASA-XRD150U-009-A
1444,20260826,52,183,PERFORISTA,12.0,20260826-TAMBOJASA-XRD150U-009-B
1445,20260826,52,358,AYUDANTE 1,12.0,20260826-TAMBOJASA-XRD150U-009-B
1446,20260826,52,28,AYUDANTE 2,12.0,20260826-TAMBOJASA-XRD150U-009-B
1447,20260827,52,77,PERFORISTA,12.0,20260827-TAMBOJASA-XRD150U-009-A
1448,20260827,52,259,AYUDANTE 1,12.0,20260827-TAMBOJASA-XRD150U-009-A
1449,20260827,52,261,AYUDANTE 2,12.0,20260827-TAMBOJASA-XRD150U-009-A
1450,20260827,52,183,PERFORISTA,12.0,20260827-TAMBOJASA-XRD150U-009-B
1451,20260827,52,358,AYUDANTE 1,12.0,20260827-TAMBOJASA-XRD150U-009-B
1452,20260827,52,28,AYUDANTE 2,12.0,20260827-TAMBOJASA-XRD150U-009-B
1453,20260828,52,77,PERFORISTA,12.0,20260828-TAMBOJASA-XRD150U-009-A
1454,20260828,52,259,AYUDANTE 1,12.0,20260828-TAMBOJASA-XRD150U-009-A
1455,20260828,52,261,AYUDANTE 2,12.0,20260828-TAMBOJASA-XRD150U-009-A
1456,20260828,52,183,PERFORISTA,12.0,20260828-TAMBOJASA-XRD150U-009-B
1457,20260828,52,358,AYUDANTE 1,12.0,20260828-TAMBOJASA-XRD150U-009-B
1458,20260828,52,28,AYUDANTE 2,12.0,20260828-TAMBOJASA-XRD150U-009-B
1459,20260829,52,77,PERFORISTA,12.0,20260829-TAMBOJASA-XRD150U-009-A
1460,20260829,52,259,AYUDANTE 1,12.0,20260829-TAMBOJASA-XRD150U-009-A
1461,20260829,52,261,AYUDANTE 2,12.0,20260829-TAMBOJASA-XRD150U-009-A
1462,20260829,52,183,PERFORISTA,12.0,20260829-TAMBOJASA-XRD150U-009-B
1463,20260829,52,358,AYUDANTE 1,12.0,20260829-TAMBOJASA-XRD150U-009-B
1464,20260829,52,28,AYUDANTE 2,12.0,20260829-TAMBOJASA-XRD150U-009-B
1465,20260830,52,77,PERFORISTA,12.0,20260830-TAMBOJASA-XRD150U-009-A
1466,20260830,52,259,AYUDANTE 1,12.0,20260830-TAMBOJASA-XRD150U-009-A
1467,20260830,52,261,AYUDANTE 2,12.0,20260830-TAMBOJASA-XRD150U-009-A
1468,20260830,52,183,PERFORISTA,12.0,20260830-TAMBOJASA-XRD150U-009-B
1469,20260830,52,358,AYUDANTE 1,12.0,20260830-TAMBOJASA-XRD150U-009-B
1470,20260830,52,28,AYUDANTE 2,12.0,20260830-TAMBOJASA-XRD150U-009-B
1471,20260826,53,34,PERFORISTA,12.0,20260826-TICLIO-XRD150U-007-A
1472,20260826,53,68,AYUDANTE 1,12.0,20260826-TICLIO-XRD150U-007-A
1473,20260826,53,384,AYUDANTE 2,12.0,20260826-TICLIO-XRD150U-007-A
1474,20260826,53,383,PERFORISTA,12.0,20260826-TICLIO-XRD150U-007-B
1475,20260826,53,240,AYUDANTE 1,12.0,20260826-TICLIO-XRD150U-007-B
1476,20260826,53,98,AYUDANTE 2,12.0,20260826-TICLIO-XRD150U-007-B
1477,20260827,53,110,PERFORISTA,12.0,20260827-TICLIO-XRD150U-007-A
1478,20260827,53,68,AYUDANTE 1,12.0,20260827-TICLIO-XRD150U-007-A
1479,20260827,53,384,AYUDANTE 2,12.0,20260827-TICLIO-XRD150U-007-A
