meta_id,calendario_sk,periodo_operativo_sort,mes_operativo_dt,contrato_sk,equipo_sk,tipo_maquina,meta_metraje_m,proyectado_m
451,20250901,202509,2025-09-01,11,52,SUPERFICIE,760.0,0.0
452,20250901,202509,2025-09-01,9,44,MINA,1050.0,0.0
453,20250901,202509,2025-09-01,16,74,SUPERFICIE,900.0,0.0
454,20250901,202509,2025-09-01,16,76,MINA,900.0,0.0
455,20250901,202509,2025-09-01,16,75,MINA,1000.0,0.0
456,20250901,202509,2025-09-01,16,77,MINA,1000.0,0.0
457,20250901,202509,2025-09-01,12,54,SUPERFICIE,800.0,0.0
458,20250901,202509,2025-09-01,12,53,SUPERFICIE,800.0,0.0
459,20250901,202509,2025-09-01,12,60,MINA,800.0,0.0
460,20250901,202509,2025-09-01,12,62,MINA,800.0,0.0
461,20250901,202509,2025-09-01,17,82,MINA,850.0,0.0
462,20250901,202509,2025-09-01,17,80,MINA,850.0,0.0
463,20250901,202509,2025-09-01,17,81,MINA,850.0,0.0
464,20250901,202509,2025-09-01,7,31,MINA,900.0,0.0
465,20250901,202509,2025-09-01,7,33,MINA,900.0,0.0
466,20250901,202509,2025-09-01,7,26,MINA,900.0,0.0
467,20250901,202509,2025-09-01,7,25,MINA,900.0,0.0
468,20250901,202509,2025-09-01,2,5,SUPERFICIE,900.0,0.0
469,20250901,202509,2025-09-01,2,8,MINA,900.0,0.0
470,20250901,202509,2025-09-01,2,9,MINA,900.0,0.0
471,20250901,202509,2025-09-01,2,4,SUPERFICIE,900.0,0.0
472,20250901,202509,2025-09-01,10,51,MINA,1600.0,0.0
473,20250901,202509,2025-09-01,10,48,SUPERFICIE,750.0,0.0
474,20250901,202509,2025-09-01,10,45,MINA,900.0,0.0
475,20250901,202509,2025-09-01,14,68,MINA,1150.0,0.0
476,20250901,202509,2025-09-01,14,69,MINA,1150.0,0.0
477,20250901,202509,2025-09-01,14,67,MINA,1150.0,0.0
478,20250901,202509,2025-09-01,15,73,MINA,900.0,0.0
479,20250901,202509,2025-09-01,15,72,MINA,835.0,0.0
480,20250901,202509,2025-09-01,15,71,MINA,900.0,0.0
481,20250901,202509,2025-09-01,15,70,MINA,900.0,0.0
482,20250901,202509,2025-09-01,20,89,MINA,1150.0,0.0
483,20250901,202509,2025-09-01,20,90,MINA,1150.0,0.0
484,20250901,202509,2025-09-01,20,87,MINA,1150.0,0.0
485,20251101,202511,2025-11-01,4,18,MINA,750.0,0.0
486,20251101,202511,2025-11-01,4,19,MINA,750.0,0.0
487,20251101,202511,2025-11-01,4,17,MINA,750.0,0.0
488,20251101,202511,2025-11-01,4,15,MINA,750.0,0.0
489,20251101,202511,2025-11-01,4,21,MINA,750.0,0.0
490,20251001,202510,2025-10-01,1,2,MINA,1100.0,0.0
491,20251001,202510,2025-10-01,1,3,MINA,1100.0,0.0
492,20251001,202510,2025-10-01,13,65,MINA,850.0,0.0
493,20251001,202510,2025-10-01,13,64,MINA,850.0,0.0
494,20251001,202510,2025-10-01,8,40,MINA,1050.0,0.0
495,20251001,202510,2025-10-01,8,43,MINA,1050.0,0.0
496,20251001,202510,2025-10-01,8,42,MINA,1050.0,0.0
497,20251001,202510,2025-10-01,8,41,MINA,1050.0,0.0
498,20251001,202510,2025-10-01,8,34,MINA,1050.0,0.0
499,20251001,202510,2025-10-01,11,52,SUPERFICIE,760.0,0.0
500,20251001,202510,2025-10-01,9,44,MINA,1050.0,0.0
501,20251001,202510,2025-10-01,16,74,SUPERFICIE,900.0,0.0
502,20251001,202510,2025-10-01,16,76,MINA,900.0,0.0
503,20251001,202510,2025-10-01,16,75,MINA,1000.0,0.0
504,20251001,202510,2025-10-01,16,77,MINA,1000.0,0.0
505,20251001,202510,2025-10-01,12,54,SUPERFICIE,800.0,0.0
506,20251001,202510,2025-10-01,12,53,SUPERFICIE,800.0,0.0
507,20251001,202510,2025-10-01,12,60,MINA,800.0,0.0
508,20251001,202510,2025-10-01,12,62,MINA,800.0,0.0
509,20251001,202510,2025-10-01,17,82,MINA,850.0,0.0
510,20251001,202510,2025-10-01,17,80,MINA,850.0,0.0
511,20251001,202510,2025-10-01,17,81,MINA,850.0,0.0
512,20251001,202510,2025-10-01,7,31,MINA,900.0,0.0
513,20251001,202510,2025-10-01,7,33,MINA,900.0,0.0
514,20251001,202510,2025-10-01,7,26,MINA,900.0,0.0
515,20251001,202510,2025-10-01,7,25,MINA,900.0,0.0
516,20251001,202510,2025-10-01,2,5,SUPERFICIE,900.0,0.0
517,20251001,202510,2025-10-01,2,8,MINA,900.0,0.0
518,20251001,202510,2025-10-01,2,9,MINA,900.0,0.0
519,20251001,202510,2025-10-01,2,4,SUPERFICIE,900.0,0.0
520,20251001,202510,2025-10-01,10,51,MINA,1600.0,0.0
521,20251001,202510,2025-10-01,10,48,SUPERFICIE,750.0,0.0
522,20251001,202510,2025-10-01,10,45,MINA,900.0,0.0
523,20251001,202510,2025-10-01,14,68,MINA,1150.0,0.0
524,20251001,202510,2025-10-01,14,69,MINA,1150.0,0.0
525,20251001,202510,2025-10-01,14,67,MINA,1150.0,0.0
526,20251001,202510,2025-10-01,15,73,MINA,900.0,0.0
527,20251001,202510,2025-10-01,15,72,MINA,835.0,0.0
528,20251001,202510,2025-10-01,15,71,MINA,900.0,0.0
529,20251001,202510,2025-10-01,15,70,MINA,900.0,0.0
530,20251001,202510,2025-10-01,20,89,MINA,1150.0,0.0
531,20251001,202510,2025-10-01,20,90,MINA,1150.0,0.0
532,20251001,202510,2025-10-01,20,87,MINA,1150.0,0.0
533,20251101,202511,2025-11-01,1,2,MINA,1100.0,0.0
534,20251101,202511,2025-11-01,1,3,MINA,1100.0,0.0
535,20251101,202511,2025-11-01,13,65,MINA,850.0,0.0
536,20251101,202511,2025-11-01,13,64,MINA,850.0,0.0
537,20251101,202511,2025-11-01,8,40,MINA,1050.0,0.0
538,20251101,202511,2025-11-01,8,43,MINA,1050.0,0.0
539,20251101,202511,2025-11-01,8,42,MINA,1050.0,0.0
540,20251101,202511,2025-11-01,8,41,MINA,1050.0,0.0
541,20251101,202511,2025-11-01,8,34,MINA,1050.0,0.0
542,20251101,202511,2025-11-01,11,52,SUPERFICIE,760.0,0.0
543,20251101,202511,2025-11-01,9,44,MINA,1050.0,0.0
544,20251101,202511,2025-11-01,16,74,SUPERFICIE,900.0,0.0
545,20251101,202511,2025-11-01,16,76,MINA,900.0,0.0
546,20251101,202511,2025-11-01,16,75,MINA,1000.0,0.0
547,20251101,202511,2025-11-01,16,77,MINA,1000.0,0.0
548,20251101,202511,2025-11-01,12,54,SUPERFICIE,800.0,0.0
549,20251101,202511,2025-11-01,12,53,SUPERFICIE,800.0,0.0
550,20251101,202511,2025-11-01,12,60,MINA,800.0,0.0
551,20251101,202511,2025-11-01,12,62,MINA,800.0,0.0
552,20251101,202511,2025-11-01,17,82,MINA,850.0,0.0
553,20251101,202511,2025-11-01,17,80,MINA,850.0,0.0
554,20251101,202511,2025-11-01,17,81,MINA,850.0,0.0
555,20251101,202511,2025-11-01,7,27,MINA,900.0,0.0
556,20251101,202511,2025-11-01,7,31,MINA,900.0,0.0
557,20251101,202511,2025-11-01,7,33,MINA,900.0,0.0
558,20251101,202511,2025-11-01,7,26,MINA,900.0,0.0
559,20251101,202511,2025-11-01,7,25,MINA,900.0,0.0
560,20251101,202511,2025-11-01,2,5,SUPERFICIE,900.0,0.0
561,20251101,202511,2025-11-01,2,8,MINA,900.0,0.0
562,20251101,202511,2025-11-01,2,9,MINA,900.0,0.0
563,20251101,202511,2025-11-01,2,4,SUPERFICIE,900.0,0.0
564,20251101,202511,2025-11-01,10,51,MINA,1600.0,0.0
565,20251101,202511,2025-11-01,10,48,SUPERFICIE,750.0,0.0
566,20251101,202511,2025-11-01,10,45,MINA,900.0,0.0
567,20251101,202511,2025-11-01,14,68,MINA,1150.0,0.0
568,20251101,202511,2025-11-01,14,69,MINA,1150.0,0.0
569,20251101,202511,2025-11-01,14,67,MINA,1150.0,0.0
570,20251101,202511,2025-11-01,15,73,MINA,900.0,0.0
571,20251101,202511,2025-11-01,15,72,MINA,835.0,0.0
572,20251101,202511,2025-11-01,15,71,MINA,900.0,0.0
573,20251101,202511,2025-11-01,15,70,MINA,900.0,0.0
574,20251101,202511,2025-11-01,20,89,MINA,1150.0,0.0
575,20251101,202511,2025-11-01,20,90,MINA,1150.0,0.0
576,20251101,202511,2025-11-01,20,87,MINA,1150.0,0.0
577,20251201,202512,2025-12-01,1,2,MINA,1100.0,0.0
578,20251201,202512,2025-12-01,1,3,MINA,1100.0,0.0
579,20251201,202512,2025-12-01,13,65,MINA,850.0,0.0
580,20251201,202512,2025-12-01,13,64,MINA,850.0,0.0
581,20251201,202512,2025-12-01,8,40,MINA,1050.0,0.0
582,20251201,202512,2025-12-01,8,43,MINA,1050.0,0.0
583,20251201,202512,2025-12-01,8,42,MINA,1050.0,0.0
584,20251201,202512,2025-12-01,8,41,MINA,1050.0,0.0
585,20251201,202512,2025-12-01,8,34,MINA,1050.0,0.0
586,20251201,202512,2025-12-01,11,52,SUPERFICIE,760.0,0.0
587,20251201,202512,2025-12-01,9,44,MINA,1050.0,0.0
588,20251201,202512,2025-12-01,16,74,SUPERFICIE,900.0,0.0
589,20251201,202512,2025-12-01,16,76,MINA,900.0,0.0
590,20251201,202512,2025-12-01,16,75,MINA,1000.0,0.0
591,20251201,202512,2025-12-01,16,77,MINA,1000.0,0.0
592,20251201,202512,2025-12-01,12,54,SUPERFICIE,800.0,0.0
593,20251201,202512,2025-12-01,12,53,SUPERFICIE,800.0,0.0
594,20251201,202512,2025-12-01,12,60,MINA,800.0,0.0
595,20251201,202512,2025-12-01,12,62,MINA,800.0,0.0
596,20251201,202512,2025-12-01,17,82,MINA,850.0,0.0
597,20251201,202512,2025-12-01,17,80,MINA,850.0,0.0
598,20251201,202512,2025-12-01,17,81,MINA,850.0,0.0
599,20251201,202512,2025-12-01,7,27,MINA,900.0,0.0
600,20251201,202512,2025-12-01,7,31,MINA,900.0,0.0
601,20251201,202512,2025-12-01,7,33,MINA,900.0,0.0
602,20251201,202512,2025-12-01,7,26,MINA,900.0,0.0
603,20251201,202512,2025-12-01,7,25,MINA,900.0,0.0
604,20251201,202512,2025-12-01,2,5,SUPERFICIE,900.0,0.0
605,20251201,202512,2025-12-01,2,8,MINA,900.0,0.0
606,20251201,202512,2025-12-01,2,9,MINA,900.0,0.0
607,20251201,202512,2025-12-01,2,4,SUPERFICIE,900.0,0.0
608,20251201,202512,2025-12-01,10,51,MINA,1600.0,0.0
609,20251201,202512,2025-12-01,10,48,SUPERFICIE,750.0,0.0
610,20251201,202512,2025-12-01,10,45,MINA,900.0,0.0
611,20251201,202512,2025-12-01,14,68,MINA,1150.0,0.0
612,20251201,202512,2025-12-01,14,69,MINA,1150.0,0.0
613,20251201,202512,2025-12-01,14,67,MINA,1150.0,0.0
614,20251201,202512,2025-12-01,15,73,MINA,900.0,0.0
615,20251201,202512,2025-12-01,15,72,MINA,835.0,0.0
616,20251201,202512,2025-12-01,15,71,MINA,900.0,0.0
617,20251201,202512,2025-12-01,15,70,MINA,900.0,0.0
618,20251201,202512,2025-12-01,20,89,MINA,1150.0,0.0
619,20251201,202512,2025-12-01,20,90,MINA,1150.0,0.0
620,20251201,202512,2025-12-01,20,87,MINA,1150.0,0.0
621,20260101,202601,2026-01-01,4,18,MINA,750.0,0.0
622,20260101,202601,2026-01-01,4,19,MINA,750.0,0.0
623,20260101,202601,2026-01-01,4,14,MINA,750.0,0.0
624,20260101,202601,2026-01-01,4,21,MINA,750.0,0.0
625,20260101,202601,2026-01-01,4,15,MINA,750.0,0.0
626,20260201,202602,2026-02-01,1,2,MINA,1100.0,0.0
627,20260201,202602,2026-02-01,1,3,MINA,1100.0,0.0
628,20260201,202602,2026-02-01,13,65,MINA,850.0,0.0
629,20260201,202602,2026-02-01,13,66,MINA,850.0,0.0
630,20260201,202602,2026-02-01,8,40,MINA,1050.0,0.0
631,20260201,202602,2026-02-01,8,43,MINA,1050.0,0.0
632,20260201,202602,2026-02-01,8,42,MINA,1050.0,0.0
633,20260201,202602,2026-02-01,8,41,MINA,1050.0,0.0
634,20260201,202602,2026-02-01,8,34,MINA,1050.0,0.0
635,20260201,202602,2026-02-01,11,52,SUPERFICIE,760.0,0.0
636,20260201,202602,2026-02-01,9,44,MINA,1050.0,0.0
637,20260201,202602,2026-02-01,16,74,SUPERFICIE,900.0,0.0
638,20260201,202602,2026-02-01,16,76,MINA,900.0,0.0
639,20260201,202602,2026-02-01,16,75,MINA,1000.0,0.0
640,20260201,202602,2026-02-01,16,77,MINA,1000.0,0.0
641,20260201,202602,2026-02-01,12,54,SUPERFICIE,800.0,0.0
642,20260201,202602,2026-02-01,12,53,SUPERFICIE,800.0,0.0
643,20260201,202602,2026-02-01,12,60,MINA,800.0,0.0
644,20260201,202602,2026-02-01,12,62,MINA,800.0,0.0
645,20260201,202602,2026-02-01,17,82,MINA,850.0,0.0
646,20260201,202602,2026-02-01,17,80,MINA,850.0,0.0
647,20260201,202602,2026-02-01,17,81,MINA,850.0,0.0
648,20260201,202602,2026-02-01,7,27,MINA,900.0,0.0
649,20260201,202602,2026-02-01,7,31,MINA,900.0,0.0
650,20260201,202602,2026-02-01,7,32,MINA,900.0,0.0
651,20260201,202602,2026-02-01,7,33,MINA,900.0,0.0
652,20260201,202602,2026-02-01,7,26,MINA,900.0,0.0
653,20260201,202602,2026-02-01,7,25,MINA,900.0,0.0
654,20260201,202602,2026-02-01,2,5,SUPERFICIE,900.0,0.0
655,20260201,202602,2026-02-01,2,8,MINA,900.0,0.0
656,20260201,202602,2026-02-01,2,9,MINA,900.0,0.0
657,20260201,202602,2026-02-01,17,78,SUPERFICIE,900.0,0.0
658,20260201,202602,2026-02-01,10,51,MINA,1600.0,0.0
659,20260201,202602,2026-02-01,10,48,SUPERFICIE,750.0,0.0
660,20260201,202602,2026-02-01,10,46,MINA,900.0,0.0
661,20260201,202602,2026-02-01,14,68,MINA,1150.0,0.0
662,20260201,202602,2026-02-01,14,69,MINA,1150.0,0.0
663,20260201,202602,2026-02-01,14,67,MINA,1150.0,0.0
664,20260201,202602,2026-02-01,15,73,MINA,900.0,0.0
665,20260201,202602,2026-02-01,15,72,MINA,835.0,0.0
666,20260201,202602,2026-02-01,15,71,MINA,900.0,0.0
667,20260201,202602,2026-02-01,15,70,MINA,900.0,0.0
668,20260201,202602,2026-02-01,20,89,MINA,1150.0,0.0
669,20260201,202602,2026-02-01,20,90,MINA,1150.0,0.0
670,20260201,202602,2026-02-01,20,87,MINA,1150.0,0.0
671,20260201,202602,2026-02-01,4,18,MINA,750.0,0.0
672,20260201,202602,2026-02-01,4,19,MINA,750.0,0.0
673,20260201,202602,2026-02-01,4,14,MINA,750.0,0.0
674,20260201,202602,2026-02-01,4,21,MINA,750.0,0.0
675,20260201,202602,2026-02-01,4,15,MINA,750.0,0.0
676,20260301,202603,2026-03-01,1,2,MINA,1100.0,0.0
677,20260301,202603,2026-03-01,1,3,MINA,1100.0,0.0
678,20260301,202603,2026-03-01,13,65,MINA,850.0,0.0
679,20260301,202603,2026-03-01,13,66,MINA,850.0,0.0
680,20260301,202603,2026-03-01,8,40,MINA,1050.0,0.0
681,20260301,202603,2026-03-01,8,42,MINA,1050.0,0.0
682,20260301,202603,2026-03-01,8,41,MINA,385.0,0.0
683,20260301,202603,2026-03-01,8,34,MINA,1050.0,0.0
684,20260301,202603,2026-03-01,11,52,SUPERFICIE,760.0,0.0
685,20260301,202603,2026-03-01,9,44,MINA,1050.0,0.0
686,20260301,202603,2026-03-01,16,76,MINA,900.0,0.0
687,20260301,202603,2026-03-01,16,75,MINA,1000.0,0.0
688,20260301,202603,2026-03-01,12,54,SUPERFICIE,800.0,0.0
689,20260301,202603,2026-03-01,12,53,SUPERFICIE,800.0,0.0
690,20260301,202603,2026-03-01,12,60,MINA,800.0,0.0
691,20260301,202603,2026-03-01,12,62,MINA,800.0,0.0
692,20260301,202603,2026-03-01,17,82,MINA,850.0,0.0
693,20260301,202603,2026-03-01,17,80,MINA,850.0,0.0
694,20260301,202603,2026-03-01,17,81,MINA,850.0,0.0
695,20260301,202603,2026-03-01,7,27,MINA,900.0,0.0
696,20260301,202603,2026-03-01,7,31,MINA,900.0,0.0
697,20260301,202603,2026-03-01,7,32,MINA,900.0,0.0
698,20260301,202603,2026-03-01,7,26,MINA,900.0,0.0
699,20260301,202603,2026-03-01,7,25,MINA,900.0,0.0
700,20260301,202603,2026-03-01,2,5,SUPERFICIE,900.0,0.0
701,20260301,202603,2026-03-01,2,8,MINA,900.0,0.0
702,20260301,202603,2026-03-01,2,9,MINA,900.0,0.0
703,20260301,202603,2026-03-01,17,78,SUPERFICIE,850.0,0.0
704,20260301,202603,2026-03-01,10,51,MINA,1600.0,0.0
705,20260301,202603,2026-03-01,10,48,SUPERFICIE,750.0,0.0
706,20260301,202603,2026-03-01,10,46,MINA,900.0,0.0
707,20260301,202603,2026-03-01,14,68,MINA,1150.0,0.0
708,20260301,202603,2026-03-01,14,69,MINA,1150.0,0.0
709,20260301,202603,2026-03-01,14,67,MINA,1150.0,0.0
710,20260301,202603,2026-03-01,15,73,MINA,1100.0,0.0
711,20260301,202603,2026-03-01,15,72,MINA,1100.0,0.0
712,20260301,202603,2026-03-01,15,71,MINA,900.0,0.0
713,20260301,202603,2026-03-01,15,70,MINA,900.0,0.0
714,20260301,202603,2026-03-01,20,89,MINA,1150.0,0.0
715,20260301,202603,2026-03-01,20,90,MINA,1150.0,0.0
716,20260301,202603,2026-03-01,20,87,MINA,1150.0,0.0
717,20260301,202603,2026-03-01,4,19,MINA,750.0,0.0
718,20260301,202603,2026-03-01,4,14,MINA,750.0,0.0
719,20260301,202603,2026-03-01,4,21,MINA,750.0,0.0
720,20260301,202603,2026-03-01,4,15,MINA,750.0,0.0
721,20260301,202603,2026-03-01,4,18,MINA,750.0,0.0
722,20260301,202603,2026-03-01,19,85,MINA,840.0,0.0
723,20260401,202604,2026-04-01,1,2,MINA,1136.67,0.0
724,20260401,202604,2026-04-01,1,3,MINA,1136.67,0.0
725,20260401,202604,2026-04-01,14,68,MINA,930.0,0.0
726,20260401,202604,2026-04-01,14,69,MINA,930.0,0.0
727,20260401,202604,2026-04-01,14,67,MINA,930.0,0.0
728,20260401,202604,2026-04-01,20,89,MINA,1188.33,0.0
729,20260401,202604,2026-04-01,20,90,MINA,1188.33,0.0
730,20260401,202604,2026-04-01,20,87,MINA,1188.33,0.0
731,20260401,202604,2026-04-01,9,44,MINA,1085.0,0.0
732,20260401,202604,2026-04-01,11,52,SUPERFICIE,785.33,0.0
733,20260401,202604,2026-04-01,13,65,MINA,981.67,0.0
734,20260401,202604,2026-04-01,13,66,MINA,981.67,0.0
735,20260401,202604,2026-04-01,10,51,MINA,1173.33,0.0
736,20260401,202604,2026-04-01,10,46,MINA,930.0,0.0
737,20260401,202604,2026-04-01,10,48,SUPERFICIE,100.0,0.0
738,20260401,202604,2026-04-01,10,47,MINA,660.0,0.0
739,20260401,202604,2026-04-01,15,73,MINA,1033.33,0.0
740,20260401,202604,2026-04-01,15,72,MINA,1033.33,0.0
741,20260401,202604,2026-04-01,15,71,MINA,930.0,0.0
742,20260401,202604,2026-04-01,15,70,MINA,930.0,0.0
743,20260401,202604,2026-04-01,17,81,MINA,878.33,0.0
744,20260401,202604,2026-04-01,17,82,MINA,878.33,0.0
745,20260401,202604,2026-04-01,17,80,MINA,878.33,0.0
746,20260401,202604,2026-04-01,17,78,SUPERFICIE,878.33,0.0
747,20260401,202604,2026-04-01,7,31,MINA,60.0,0.0
748,20260401,202604,2026-04-01,7,32,MINA,930.0,0.0
749,20260401,202604,2026-04-01,7,26,MINA,930.0,0.0
750,20260401,202604,2026-04-01,7,33,MINA,870.0,0.0
751,20260401,202604,2026-04-01,7,27,MINA,930.0,0.0
752,20260401,202604,2026-04-01,7,25,MINA,930.0,0.0
753,20260401,202604,2026-04-01,2,8,MINA,930.0,0.0
754,20260401,202604,2026-04-01,2,9,MINA,930.0,0.0
755,20260401,202604,2026-04-01,2,5,SUPERFICIE,930.0,0.0
756,20260401,202604,2026-04-01,16,76,MINA,930.0,0.0
757,20260401,202604,2026-04-01,19,85,MINA,930.0,0.0
758,20260401,202604,2026-04-01,6,24,MINA,909.33,0.0
759,20260401,202604,2026-04-01,4,18,MINA,785.33,0.0
760,20260401,202604,2026-04-01,4,19,MINA,785.33,0.0
761,20260401,202604,2026-04-01,4,14,MINA,785.33,0.0
762,20260401,202604,2026-04-01,4,21,MINA,666.5,0.0
763,20260401,202604,2026-04-01,4,15,MINA,666.5,0.0
764,20260401,202604,2026-04-01,8,40,MINA,1085.0,0.0
765,20260401,202604,2026-04-01,8,34,MINA,1085.0,0.0
766,20260401,202604,2026-04-01,8,42,MINA,1085.0,0.0
767,20260401,202604,2026-04-01,8,35,MINA,665.0,0.0
768,20260401,202604,2026-04-01,12,62,MINA,780.17,0.0
769,20260401,202604,2026-04-01,12,60,MINA,780.17,0.0
770,20260401,202604,2026-04-01,12,56,MINA,604.0,0.0
771,20260401,202604,2026-04-01,12,55,MINA,553.67,0.0
772,20260401,202604,2026-04-01,12,59,MINA,201.33,0.0
773,20260501,202605,2026-05-01,1,2,MINA,1100.0,0.0
774,20260501,202605,2026-05-01,1,3,MINA,1100.0,0.0
775,20260501,202605,2026-05-01,14,68,MINA,900.0,0.0
776,20260501,202605,2026-05-01,14,69,MINA,900.0,0.0
777,20260501,202605,2026-05-01,14,67,MINA,900.0,0.0
778,20260501,202605,2026-05-01,20,89,MINA,1150.0,0.0
779,20260501,202605,2026-05-01,20,90,MINA,1150.0,0.0
780,20260501,202605,2026-05-01,20,87,MINA,1150.0,0.0
781,20260501,202605,2026-05-01,9,44,MINA,1050.0,0.0
782,20260501,202605,2026-05-01,11,52,SUPERFICIE,760.0,0.0
783,20260501,202605,2026-05-01,13,65,MINA,950.0,0.0
784,20260501,202605,2026-05-01,13,66,MINA,950.0,0.0
785,20260501,202605,2026-05-01,10,51,MINA,1120.0,0.0
786,20260501,202605,2026-05-01,10,46,MINA,900.0,0.0
787,20260501,202605,2026-05-01,10,48,SUPERFICIE,105.0,0.0
788,20260501,202605,2026-05-01,10,47,MINA,810.0,0.0
789,20260501,202605,2026-05-01,10,49,MINA,180.0,0.0
790,20260501,202605,2026-05-01,15,73,MINA,1000.0,0.0
791,20260501,202605,2026-05-01,15,72,MINA,1000.0,0.0
792,20260501,202605,2026-05-01,15,71,MINA,900.0,0.0
793,20260501,202605,2026-05-01,15,70,MINA,900.0,0.0
794,20260501,202605,2026-05-01,17,81,MINA,850.0,0.0
795,20260501,202605,2026-05-01,17,82,MINA,850.0,0.0
796,20260501,202605,2026-05-01,17,80,MINA,850.0,0.0
797,20260501,202605,2026-05-01,17,78,SUPERFICIE,850.0,0.0
798,20260501,202605,2026-05-01,7,32,MINA,900.0,0.0
799,20260501,202605,2026-05-01,7,26,MINA,900.0,0.0
800,20260501,202605,2026-05-01,7,33,MINA,900.0,0.0
801,20260501,202605,2026-05-01,7,27,MINA,900.0,0.0
802,20260501,202605,2026-05-01,7,25,MINA,450.0,0.0
803,20260501,202605,2026-05-01,2,8,MINA,900.0,0.0
804,20260501,202605,2026-05-01,2,9,MINA,900.0,0.0
805,20260501,202605,2026-05-01,2,5,SUPERFICIE,900.0,0.0
806,20260501,202605,2026-05-01,19,85,MINA,900.0,0.0
807,20260501,202605,2026-05-01,6,24,MINA,880.0,0.0
808,20260501,202605,2026-05-01,4,18,MINA,760.0,0.0
809,20260501,202605,2026-05-01,4,19,MINA,760.0,0.0
810,20260501,202605,2026-05-01,4,14,MINA,760.0,0.0
811,20260501,202605,2026-05-01,4,21,MINA,645.0,0.0
812,20260501,202605,2026-05-01,4,15,MINA,645.0,0.0
813,20260501,202605,2026-05-01,8,40,MINA,1050.0,0.0
814,20260501,202605,2026-05-01,8,34,MINA,1050.0,0.0
815,20260501,202605,2026-05-01,8,42,MINA,1050.0,0.0
816,20260501,202605,2026-05-01,8,35,MINA,1050.0,0.0
817,20260501,202605,2026-05-01,8,38,MINA,420.0,0.0
818,20260501,202605,2026-05-01,12,62,MINA,755.0,0.0
819,20260501,202605,2026-05-01,12,60,MINA,755.0,0.0
820,20260501,202605,2026-05-01,12,56,MINA,755.0,0.0
821,20260501,202605,2026-05-01,12,55,MINA,755.0,0.0
822,20260501,202605,2026-05-01,12,59,MINA,755.0,0.0
823,20260501,202605,2026-05-01,12,61,MINA,251.67,0.0
824,20260501,202605,2026-05-01,12,57,MINA,75.5,0.0
825,20260601,202606,2026-06-01,1,2,MINA,1100.0,0.0
826,20260601,202606,2026-06-01,1,3,MINA,1100.0,0.0
827,20260601,202606,2026-06-01,14,68,MINA,900.0,0.0
828,20260601,202606,2026-06-01,14,67,MINA,900.0,0.0
829,20260601,202606,2026-06-01,20,89,MINA,1150.0,0.0
830,20260601,202606,2026-06-01,20,90,MINA,1150.0,0.0
831,20260601,202606,2026-06-01,20,87,MINA,1150.0,0.0
832,20260601,202606,2026-06-01,9,44,MINA,1050.0,0.0
833,20260601,202606,2026-06-01,11,52,SUPERFICIE,760.0,0.0
834,20260601,202606,2026-06-01,13,65,MINA,950.0,0.0
835,20260601,202606,2026-06-01,13,66,MINA,950.0,0.0
836,20260601,202606,2026-06-01,10,51,MINA,1187.1,0.0
837,20260601,202606,2026-06-01,10,46,MINA,900.0,0.0
838,20260601,202606,2026-06-01,10,47,MINA,900.0,0.0
839,20260601,202606,2026-06-01,15,73,MINA,1000.0,0.0
840,20260601,202606,2026-06-01,15,72,MINA,1000.0,0.0
841,20260601,202606,2026-06-01,15,71,MINA,900.0,0.0
842,20260601,202606,2026-06-01,15,70,MINA,900.0,0.0
843,20260601,202606,2026-06-01,17,81,MINA,850.0,0.0
844,20260601,202606,2026-06-01,17,82,MINA,850.0,0.0
845,20260601,202606,2026-06-01,17,80,MINA,850.0,0.0
846,20260601,202606,2026-06-01,17,78,SUPERFICIE,850.0,0.0
847,20260601,202606,2026-06-01,7,32,MINA,900.0,0.0
848,20260601,202606,2026-06-01,7,26,MINA,900.0,0.0
849,20260601,202606,2026-06-01,7,33,MINA,900.0,0.0
850,20260601,202606,2026-06-01,7,27,MINA,900.0,0.0
851,20260601,202606,2026-06-01,7,25,MINA,174.19,0.0
852,20260601,202606,2026-06-01,2,8,MINA,900.0,0.0
853,20260601,202606,2026-06-01,2,9,MINA,900.0,0.0
854,20260601,202606,2026-06-01,2,5,SUPERFICIE,900.0,0.0
855,20260601,202606,2026-06-01,19,85,MINA,1000.0,0.0
856,20260601,202606,2026-06-01,6,24,MINA,880.0,0.0
857,20260601,202606,2026-06-01,4,18,MINA,760.0,0.0
858,20260601,202606,2026-06-01,4,19,MINA,760.0,0.0
859,20260601,202606,2026-06-01,4,14,MINA,760.0,0.0
860,20260601,202606,2026-06-01,4,21,MINA,645.0,0.0
861,20260601,202606,2026-06-01,4,15,MINA,645.0,0.0
862,20260601,202606,2026-06-01,8,40,MINA,1050.0,0.0
863,20260601,202606,2026-06-01,8,34,MINA,1050.0,0.0
864,20260601,202606,2026-06-01,8,42,MINA,1050.0,0.0
865,20260601,202606,2026-06-01,8,35,MINA,1050.0,0.0
866,20260601,202606,2026-06-01,8,37,MINA,1050.0,0.0
867,20260601,202606,2026-06-01,12,62,MINA,755.0,0.0
868,20260601,202606,2026-06-01,12,60,MINA,755.0,0.0
869,20260601,202606,2026-06-01,12,56,MINA,755.0,0.0
870,20260601,202606,2026-06-01,12,55,MINA,755.0,0.0
871,20260601,202606,2026-06-01,12,59,MINA,755.0,0.0
872,20260601,202606,2026-06-01,12,61,MINA,438.39,0.0
