ID_CLAVE_UNICA,FECHA,CTR,MAQUINA,TURNO_ESTANDAR,METRAJE_DETALLADO,METRAJE_CONTROL_INTERNO,DIFERENCIA_METRAJE,ESTADO_TURNO
2024-01-27|SAN CRISTOBAL|CT20ST-001|B,2024-01-27,SAN CRISTOBAL,CT20ST-001,B,0.0,0.0,0.0,COINCIDE OK
2024-01-28|CHUNGAR|CS140ST-001|A,2024-01-28,CHUNGAR,CS140ST-001,A,0.0,0.0,0.0,COINCIDE OK
2024-01-28|CHUNGAR|CS140ST-001|B,2024-01-28,CHUNGAR,CS140ST-001,B,0.0,0.0,0.0,COINCIDE OK
2024-01-28|CHUNGAR|XRD80USS-001|A,2024-01-28,CHUNGAR,XRD80USS-001,A,0.0,0.0,0.0,COINCIDE OK
2024-01-28|CHUNGAR|XRD80USS-001|B,2024-01-28,CHUNGAR,XRD80USS-001,B,0.0,0.0,0.0,COINCIDE OK
2024-01-28|SAN CRISTOBAL|CT20ST-001|A,2024-01-28,SAN CRISTOBAL,CT20ST-001,A,0.0,0.0,0.0,COINCIDE OK
2024-01-28|SAN CRISTOBAL|CT20ST-001|B,2024-01-28,SAN CRISTOBAL,CT20ST-001,B,0.0,0.0,0.0,COINCIDE OK
2024-01-29|CHUNGAR|CS140ST-001|A,2024-01-29,CHUNGAR,CS140ST-001,A,0.0,0.0,0.0,COINCIDE OK
2024-01-29|CHUNGAR|CS140ST-001|B,2024-01-29,CHUNGAR,CS140ST-001,B,0.0,0.0,0.0,COINCIDE OK
2024-01-29|CHUNGAR|XRD80USS-001|A,2024-01-29,CHUNGAR,XRD80USS-001,A,0.0,0.0,0.0,COINCIDE OK
2024-01-29|CHUNGAR|XRD80USS-001|B,2024-01-29,CHUNGAR,XRD80USS-001,B,0.0,0.0,0.0,COINCIDE OK
2024-01-29|SAN CRISTOBAL|CT20ST-001|A,2024-01-29,SAN CRISTOBAL,CT20ST-001,A,0.0,0.0,0.0,COINCIDE OK
2024-01-29|SAN CRISTOBAL|CT20ST-001|B,2024-01-29,SAN CRISTOBAL,CT20ST-001,B,0.0,0.0,0.0,COINCIDE OK
2024-01-30|CHUNGAR|CS140ST-001|A,2024-01-30,CHUNGAR,CS140ST-001,A,0.0,0.0,0.0,COINCIDE OK
2024-01-30|CHUNGAR|CS140ST-001|B,2024-01-30,CHUNGAR,CS140ST-001,B,0.0,0.0,0.0,COINCIDE OK
2024-01-30|CHUNGAR|XRD80USS-001|A,2024-01-30,CHUNGAR,XRD80USS-001,A,0.0,0.0,0.0,COINCIDE OK
2024-01-30|CHUNGAR|XRD80USS-001|B,2024-01-30,CHUNGAR,XRD80USS-001,B,0.0,0.0,0.0,COINCIDE OK
2024-01-30|SAN CRISTOBAL|CT20ST-001|A,2024-01-30,SAN CRISTOBAL,CT20ST-001,A,0.0,0.0,0.0,COINCIDE OK
2024-01-30|SAN CRISTOBAL|CT20ST-001|B,2024-01-30,SAN CRISTOBAL,CT20ST-001,B,0.0,0.0,0.0,COINCIDE OK
2024-01-31|CHUNGAR|CS140ST-001|A,2024-01-31,CHUNGAR,CS140ST-001,A,0.0,0.0,0.0,COINCIDE OK
2024-01-31|CHUNGAR|CS140ST-001|B,2024-01-31,CHUNGAR,CS140ST-001,B,0.0,0.0,0.0,COINCIDE OK
2024-01-31|CHUNGAR|XRD80USS-001|A,2024-01-31,CHUNGAR,XRD80USS-001,A,0.0,0.0,0.0,COINCIDE OK
2024-01-31|CHUNGAR|XRD80USS-001|B,2024-01-31,CHUNGAR,XRD80USS-001,B,0.0,0.0,0.0,COINCIDE OK
2024-01-31|SAN CRISTOBAL|CT20ST-001|A,2024-01-31,SAN CRISTOBAL,CT20ST-001,A,0.0,0.0,0.0,COINCIDE OK
2024-01-31|SAN CRISTOBAL|CT20ST-001|B,2024-01-31,SAN CRISTOBAL,CT20ST-001,B,0.0,0.0,0.0,COINCIDE OK
2024-02-01|CHUNGAR|CS140ST-001|A,2024-02-01,CHUNGAR,CS140ST-001,A,0.0,0.0,0.0,COINCIDE OK
2024-02-01|CHUNGAR|CS140ST-001|B,2024-02-01,CHUNGAR,CS140ST-001,B,0.0,0.0,0.0,COINCIDE OK
2024-02-01|CHUNGAR|XRD80USS-001|A,2024-02-01,CHUNGAR,XRD80USS-001,A,0.0,0.0,0.0,COINCIDE OK
2024-02-01|CHUNGAR|XRD80USS-001|B,2024-02-01,CHUNGAR,XRD80USS-001,B,0.0,0.0,0.0,COINCIDE OK
2024-02-01|SAN CRISTOBAL|CT20ST-001|A,2024-02-01,SAN CRISTOBAL,CT20ST-001,A,0.0,0.0,0.0,COINCIDE OK
2024-02-01|SAN CRISTOBAL|CT20ST-001|B,2024-02-01,SAN CRISTOBAL,CT20ST-001,B,0.0,0.0,0.0,COINCIDE OK
2024-02-02|CHUNGAR|CS140ST-001|A,2024-02-02,CHUNGAR,CS140ST-001,A,0.0,0.0,0.0,COINCIDE OK
2024-02-02|CHUNGAR|CS140ST-001|B,2024-02-02,CHUNGAR,CS140ST-001,B,0.0,0.0,0.0,COINCIDE OK
2024-02-02|CHUNGAR|XRD80USS-001|A,2024-02-02,CHUNGAR,XRD80USS-001,A,0.0,0.0,0.0,COINCIDE OK
2024-02-02|CHUNGAR|XRD80USS-001|B,2024-02-02,CHUNGAR,XRD80USS-001,B,0.0,0.0,0.0,COINCIDE OK
2024-02-02|SAN CRISTOBAL|CT20ST-001|A,2024-02-02,SAN CRISTOBAL,CT20ST-001,A,0.0,0.0,0.0,COINCIDE OK
2024-02-02|SAN CRISTOBAL|CT20ST-001|B,2024-02-02,SAN CRISTOBAL,CT20ST-001,B,0.0,0.0,0.0,COINCIDE OK
2024-02-03|CHUNGAR|CS140ST-001|A,2024-02-03,CHUNGAR,CS140ST-001,A,0.0,0.0,0.0,COINCIDE OK
2024-02-03|CHUNGAR|CS140ST-001|B,2024-02-03,CHUNGAR,CS140ST-001,B,0.0,0.0,0.0,COINCIDE OK
2024-02-03|CHUNGAR|XRD80USS-001|A,2024-02-03,CHUNGAR,XRD80USS-001,A,0.0,0.0,0.0,COINCIDE OK
2024-02-03|CHUNGAR|XRD80USS-001|B,2024-02-03,CHUNGAR,XRD80USS-001,B,0.0,0.0,0.0,COINCIDE OK
2024-02-03|SAN CRISTOBAL|CT20ST-001|A,2024-02-03,SAN CRISTOBAL,CT20ST-001,A,0.0,0.0,0.0,COINCIDE OK
2024-02-03|SAN CRISTOBAL|CT20ST-001|B,2024-02-03,SAN CRISTOBAL,CT20ST-001,B,0.0,0.0,0.0,COINCIDE OK
2024-02-04|CHUNGAR|CS140ST-001|A,2024-02-04,CHUNGAR,CS140ST-001,A,0.0,0.0,0.0,COINCIDE OK
2024-02-04|CHUNGAR|CS140ST-001|B,2024-02-04,CHUNGAR,CS140ST-001,B,0.0,0.0,0.0,COINCIDE OK
2024-02-04|CHUNGAR|XRD80USS-001|A,2024-02-04,CHUNGAR,XRD80USS-001,A,0.0,0.0,0.0,COINCIDE OK
2024-02-04|CHUNGAR|XRD80USS-001|B,2024-02-04,CHUNGAR,XRD80USS-001,B,0.0,0.0,0.0,COINCIDE OK
2024-02-05|CHUNGAR|CS140ST-001|A,2024-02-05,CHUNGAR,CS140ST-001,A,0.0,0.0,0.0,COINCIDE OK
2024-02-05|CHUNGAR|CS140ST-001|B,2024-02-05,CHUNGAR,CS140ST-001,B,0.0,0.0,0.0,COINCIDE OK
2024-02-05|CHUNGAR|XRD80USS-001|A,2024-02-05,CHUNGAR,XRD80USS-001,A,0.0,0.0,0.0,COINCIDE OK
2024-02-05|CHUNGAR|XRD80USS-001|B,2024-02-05,CHUNGAR,XRD80USS-001,B,0.0,0.0,0.0,COINCIDE OK
2024-02-06|CHUNGAR|CS140ST-001|A,2024-02-06,CHUNGAR,CS140ST-001,A,0.0,0.0,0.0,COINCIDE OK
2024-02-06|CHUNGAR|CS140ST-001|B,2024-02-06,CHUNGAR,CS140ST-001,B,0.0,0.0,0.0,COINCIDE OK
2024-02-07|CHUNGAR|CS140ST-001|A,2024-02-07,CHUNGAR,CS140ST-001,A,0.0,0.0,0.0,COINCIDE OK
2024-02-07|CHUNGAR|CS140ST-001|B,2024-02-07,CHUNGAR,CS140ST-001,B,0.0,0.0,0.0,COINCIDE OK
2024-02-08|CHUNGAR|CS140ST-001|A,2024-02-08,CHUNGAR,CS140ST-001,A,0.0,0.0,0.0,COINCIDE OK
2024-02-08|CHUNGAR|CS140ST-001|B,2024-02-08,CHUNGAR,CS140ST-001,B,0.0,0.0,0.0,COINCIDE OK
2024-02-09|CHUNGAR|CS140ST-001|A,2024-02-09,CHUNGAR,CS140ST-001,A,0.0,0.0,0.0,COINCIDE OK
2024-02-09|CHUNGAR|CS140ST-001|B,2024-02-09,CHUNGAR,CS140ST-001,B,0.0,0.0,0.0,COINCIDE OK
2024-02-10|CHUNGAR|CS140ST-001|A,2024-02-10,CHUNGAR,CS140ST-001,A,0.0,0.0,0.0,COINCIDE OK
2024-02-10|CHUNGAR|CS140ST-001|B,2024-02-10,CHUNGAR,CS140ST-001,B,0.0,0.0,0.0,COINCIDE OK
2024-02-11|CHUNGAR|CS140ST-001|A,2024-02-11,CHUNGAR,CS140ST-001,A,0.0,0.0,0.0,COINCIDE OK
2024-02-11|CHUNGAR|CS140ST-001|B,2024-02-11,CHUNGAR,CS140ST-001,B,0.0,0.0,0.0,COINCIDE OK
2024-02-12|CHUNGAR|CS140ST-001|A,2024-02-12,CHUNGAR,CS140ST-001,A,0.0,0.0,0.0,COINCIDE OK
2024-02-12|CHUNGAR|CS140ST-001|B,2024-02-12,CHUNGAR,CS140ST-001,B,0.0,0.0,0.0,COINCIDE OK
2024-02-13|CHUNGAR|CS140ST-001|A,2024-02-13,CHUNGAR,CS140ST-001,A,0.0,0.0,0.0,COINCIDE OK
2024-02-13|CHUNGAR|CS140ST-001|B,2024-02-13,CHUNGAR,CS140ST-001,B,0.0,0.0,0.0,COINCIDE OK
2024-02-14|CHUNGAR|CS140ST-001|A,2024-02-14,CHUNGAR,CS140ST-001,A,0.0,0.0,0.0,COINCIDE OK
2024-02-14|CHUNGAR|CS140ST-001|B,2024-02-14,CHUNGAR,CS140ST-001,B,0.0,0.0,0.0,COINCIDE OK
2024-02-26|SAN CRISTOBAL|XRD90U-002|A,2024-02-26,SAN CRISTOBAL,XRD90U-002,A,0.0,0.0,0.0,COINCIDE OK
2024-02-27|SAN CRISTOBAL|XRD90U-002|A,2024-02-27,SAN CRISTOBAL,XRD90U-002,A,0.0,0.0,0.0,COINCIDE OK
2024-02-27|SAN CRISTOBAL|XRD90U-002|B,2024-02-27,SAN CRISTOBAL,XRD90U-002,B,0.0,0.0,0.0,COINCIDE OK
2024-02-28|SAN CRISTOBAL|XRD90U-002|A,2024-02-28,SAN CRISTOBAL,XRD90U-002,A,0.0,0.0,0.0,COINCIDE OK
2024-02-28|SAN CRISTOBAL|XRD90U-002|B,2024-02-28,SAN CRISTOBAL,XRD90U-002,B,0.0,0.0,0.0,COINCIDE OK
2024-02-29|SAN CRISTOBAL|XRD90U-002|A,2024-02-29,SAN CRISTOBAL,XRD90U-002,A,0.0,0.0,0.0,COINCIDE OK
2024-02-29|SAN CRISTOBAL|XRD90U-002|B,2024-02-29,SAN CRISTOBAL,XRD90U-002,B,0.0,0.0,0.0,COINCIDE OK
2024-03-01|SAN CRISTOBAL|XRD90U-002|A,2024-03-01,SAN CRISTOBAL,XRD90U-002,A,0.0,0.0,0.0,COINCIDE OK
2024-03-01|SAN CRISTOBAL|XRD90U-002|B,2024-03-01,SAN CRISTOBAL,XRD90U-002,B,0.0,0.0,0.0,COINCIDE OK
2024-03-02|SAN CRISTOBAL|XRD90U-002|A,2024-03-02,SAN CRISTOBAL,XRD90U-002,A,0.0,0.0,0.0,COINCIDE OK
2024-03-02|SAN CRISTOBAL|XRD90U-002|B,2024-03-02,SAN CRISTOBAL,XRD90U-002,B,0.0,0.0,0.0,COINCIDE OK
2024-03-03|SAN CRISTOBAL|XRD90U-002|A,2024-03-03,SAN CRISTOBAL,XRD90U-002,A,0.0,0.0,0.0,COINCIDE OK
2024-03-03|SAN CRISTOBAL|XRD90U-002|B,2024-03-03,SAN CRISTOBAL,XRD90U-002,B,0.0,0.0,0.0,COINCIDE OK
2024-03-04|SAN CRISTOBAL|XRD90U-002|A,2024-03-04,SAN CRISTOBAL,XRD90U-002,A,0.0,0.0,0.0,COINCIDE OK
2024-03-04|SAN CRISTOBAL|XRD90U-002|B,2024-03-04,SAN CRISTOBAL,XRD90U-002,B,0.0,0.0,0.0,COINCIDE OK
2024-03-05|SAN CRISTOBAL|XRD90U-002|A,2024-03-05,SAN CRISTOBAL,XRD90U-002,A,0.0,0.0,0.0,COINCIDE OK
2024-03-05|SAN CRISTOBAL|XRD90U-002|B,2024-03-05,SAN CRISTOBAL,XRD90U-002,B,0.0,0.0,0.0,COINCIDE OK
2024-03-06|SAN CRISTOBAL|XRD90U-002|A,2024-03-06,SAN CRISTOBAL,XRD90U-002,A,0.0,0.0,0.0,COINCIDE OK
2024-03-06|SAN CRISTOBAL|XRD90U-002|B,2024-03-06,SAN CRISTOBAL,XRD90U-002,B,0.0,0.0,0.0,COINCIDE OK
2024-03-07|SAN CRISTOBAL|XRD90U-002|A,2024-03-07,SAN CRISTOBAL,XRD90U-002,A,0.0,0.0,0.0,COINCIDE OK
2024-03-07|SAN CRISTOBAL|XRD90U-002|B,2024-03-07,SAN CRISTOBAL,XRD90U-002,B,0.0,0.0,0.0,COINCIDE OK
2024-03-08|SAN CRISTOBAL|XRD90U-002|A,2024-03-08,SAN CRISTOBAL,XRD90U-002,A,0.0,0.0,0.0,COINCIDE OK
2024-03-08|SAN CRISTOBAL|XRD90U-002|B,2024-03-08,SAN CRISTOBAL,XRD90U-002,B,0.0,0.0,0.0,COINCIDE OK
2024-03-09|SAN CRISTOBAL|XRD90U-002|A,2024-03-09,SAN CRISTOBAL,XRD90U-002,A,0.0,0.0,0.0,COINCIDE OK
2024-03-09|SAN CRISTOBAL|XRD90U-002|B,2024-03-09,SAN CRISTOBAL,XRD90U-002,B,0.0,0.0,0.0,COINCIDE OK
2024-03-10|SAN CRISTOBAL|XRD90U-002|A,2024-03-10,SAN CRISTOBAL,XRD90U-002,A,0.0,0.0,0.0,COINCIDE OK
2024-03-10|SAN CRISTOBAL|XRD90U-002|B,2024-03-10,SAN CRISTOBAL,XRD90U-002,B,0.0,0.0,0.0,COINCIDE OK
2024-03-11|SAN CRISTOBAL|XRD90U-002|A,2024-03-11,SAN CRISTOBAL,XRD90U-002,A,0.0,0.0,0.0,COINCIDE OK
2024-03-11|SAN CRISTOBAL|XRD90U-002|B,2024-03-11,SAN CRISTOBAL,XRD90U-002,B,0.0,0.0,0.0,COINCIDE OK
2024-03-12|SAN CRISTOBAL|XRD90U-002|A,2024-03-12,SAN CRISTOBAL,XRD90U-002,A,0.0,0.0,0.0,COINCIDE OK
2024-03-12|SAN CRISTOBAL|XRD90U-002|B,2024-03-12,SAN CRISTOBAL,XRD90U-002,B,0.0,0.0,0.0,COINCIDE OK
2024-03-13|SAN CRISTOBAL|XRD90U-002|A,2024-03-13,SAN CRISTOBAL,XRD90U-002,A,0.0,0.0,0.0,COINCIDE OK
2024-03-13|SAN CRISTOBAL|XRD90U-002|B,2024-03-13,SAN CRISTOBAL,XRD90U-002,B,0.0,0.0,0.0,COINCIDE OK
2024-03-14|SAN CRISTOBAL|XRD90U-002|A,2024-03-14,SAN CRISTOBAL,XRD90U-002,A,0.0,0.0,0.0,COINCIDE OK
2024-03-14|SAN CRISTOBAL|XRD90U-002|B,2024-03-14,SAN CRISTOBAL,XRD90U-002,B,0.0,0.0,0.0,COINCIDE OK
2024-03-15|SAN CRISTOBAL|XRD90U-002|A,2024-03-15,SAN CRISTOBAL,XRD90U-002,A,0.0,0.0,0.0,COINCIDE OK
2024-03-15|SAN CRISTOBAL|XRD90U-002|B,2024-03-15,SAN CRISTOBAL,XRD90U-002,B,0.0,0.0,0.0,COINCIDE OK
2024-03-16|SAN CRISTOBAL|XRD90U-002|A,2024-03-16,SAN CRISTOBAL,XRD90U-002,A,0.0,0.0,0.0,COINCIDE OK
2024-03-16|SAN CRISTOBAL|XRD90U-002|B,2024-03-16,SAN CRISTOBAL,XRD90U-002,B,0.0,0.0,0.0,COINCIDE OK
2024-03-17|SAN CRISTOBAL|XRD90U-002|A,2024-03-17,SAN CRISTOBAL,XRD90U-002,A,0.0,0.0,0.0,COINCIDE OK
2024-03-17|SAN CRISTOBAL|XRD90U-002|B,2024-03-17,SAN CRISTOBAL,XRD90U-002,B,0.0,0.0,0.0,COINCIDE OK
2024-03-18|SAN CRISTOBAL|XRD90U-002|A,2024-03-18,SAN CRISTOBAL,XRD90U-002,A,0.0,0.0,0.0,COINCIDE OK
2024-03-18|SAN CRISTOBAL|XRD90U-002|B,2024-03-18,SAN CRISTOBAL,XRD90U-002,B,0.0,0.0,0.0,COINCIDE OK
2024-03-19|SAN CRISTOBAL|XRD90U-002|A,2024-03-19,SAN CRISTOBAL,XRD90U-002,A,0.0,0.0,0.0,COINCIDE OK
2024-03-19|SAN CRISTOBAL|XRD90U-002|B,2024-03-19,SAN CRISTOBAL,XRD90U-002,B,0.0,0.0,0.0,COINCIDE OK
2024-03-20|SAN CRISTOBAL|XRD90U-002|A,2024-03-20,SAN CRISTOBAL,XRD90U-002,A,0.0,0.0,0.0,COINCIDE OK
2024-03-20|SAN CRISTOBAL|XRD90U-002|B,2024-03-20,SAN CRISTOBAL,XRD90U-002,B,0.0,0.0,0.0,COINCIDE OK
2024-03-21|SAN CRISTOBAL|XRD90U-002|A,2024-03-21,SAN CRISTOBAL,XRD90U-002,A,0.0,0.0,0.0,COINCIDE OK
2024-03-21|SAN CRISTOBAL|XRD90U-002|B,2024-03-21,SAN CRISTOBAL,XRD90U-002,B,0.0,0.0,0.0,COINCIDE OK
2024-03-22|SAN CRISTOBAL|XRD90U-002|A,2024-03-22,SAN CRISTOBAL,XRD90U-002,A,0.0,0.0,0.0,COINCIDE OK
2024-03-22|SAN CRISTOBAL|XRD90U-002|B,2024-03-22,SAN CRISTOBAL,XRD90U-002,B,0.0,0.0,0.0,COINCIDE OK
2024-03-23|SAN CRISTOBAL|XRD90U-002|A,2024-03-23,SAN CRISTOBAL,XRD90U-002,A,0.0,0.0,0.0,COINCIDE OK
2024-03-23|SAN CRISTOBAL|XRD90U-002|B,2024-03-23,SAN CRISTOBAL,XRD90U-002,B,0.0,0.0,0.0,COINCIDE OK
2024-03-24|SAN CRISTOBAL|XRD90U-002|A,2024-03-24,SAN CRISTOBAL,XRD90U-002,A,0.0,0.0,0.0,COINCIDE OK
2024-03-24|SAN CRISTOBAL|XRD90U-002|B,2024-03-24,SAN CRISTOBAL,XRD90U-002,B,0.0,0.0,0.0,COINCIDE OK
2024-03-25|SAN CRISTOBAL|XRD90U-002|A,2024-03-25,SAN CRISTOBAL,XRD90U-002,A,0.0,0.0,0.0,COINCIDE OK
2024-03-25|SAN CRISTOBAL|XRD90U-002|B,2024-03-25,SAN CRISTOBAL,XRD90U-002,B,0.0,0.0,0.0,COINCIDE OK
2024-03-26|SAN CRISTOBAL|XRD90U-002|A,2024-03-26,SAN CRISTOBAL,XRD90U-002,A,0.0,0.0,0.0,COINCIDE OK
2024-03-26|SAN CRISTOBAL|XRD90U-002|B,2024-03-26,SAN CRISTOBAL,XRD90U-002,B,0.0,0.0,0.0,COINCIDE OK
2025-09-26|CONDESTABLE|LM75UFDR-001|A,2025-09-26,CONDESTABLE,LM75UFDR-001,A,2.9000000000000057,0.0,2.9,SOLO EN DETALLADO
2025-09-26|CONDESTABLE|LM75UFDR-001|B,2025-09-26,CONDESTABLE,LM75UFDR-001,B,12.199999999999989,0.0,12.2,SOLO EN DETALLADO
2025-09-27|CONDESTABLE|LM75UFDR-001|A,2025-09-27,CONDESTABLE,LM75UFDR-001,A,5.5,0.0,5.5,SOLO EN DETALLADO
2025-09-27|CONDESTABLE|LM75UFDR-001|B,2025-09-27,CONDESTABLE,LM75UFDR-001,B,15.1,0.0,15.1,SOLO EN DETALLADO
2025-09-28|CONDESTABLE|LM75UFDR-001|A,2025-09-28,CONDESTABLE,LM75UFDR-001,A,26.3,0.0,26.3,SOLO EN DETALLADO
2025-09-28|CONDESTABLE|LM75UFDR-001|B,2025-09-28,CONDESTABLE,LM75UFDR-001,B,16.9,0.0,16.9,SOLO EN DETALLADO
2025-09-29|CONDESTABLE|LM75UFDR-001|A,2025-09-29,CONDESTABLE,LM75UFDR-001,A,29.5,0.0,29.5,SOLO EN DETALLADO
2025-09-29|CONDESTABLE|LM75UFDR-001|B,2025-09-29,CONDESTABLE,LM75UFDR-001,B,21.200000000000003,0.0,21.2,SOLO EN DETALLADO
2025-09-30|CONDESTABLE|LM75UFDR-001|A,2025-09-30,CONDESTABLE,LM75UFDR-001,A,20.19999999999999,0.0,20.2,SOLO EN DETALLADO
2025-09-30|CONDESTABLE|LM75UFDR-001|B,2025-09-30,CONDESTABLE,LM75UFDR-001,B,7.400000000000006,0.0,7.4,SOLO EN DETALLADO
2025-10-01|CONDESTABLE|LM75UFDR-001|A,2025-10-01,CONDESTABLE,LM75UFDR-001,A,10.200000000000015,0.0,10.2,SOLO EN DETALLADO
2025-10-01|CONDESTABLE|LM75UFDR-001|B,2025-10-01,CONDESTABLE,LM75UFDR-001,B,17.799999999999983,0.0,17.8,SOLO EN DETALLADO
2025-10-02|CONDESTABLE|LM75UFDR-001|A,2025-10-02,CONDESTABLE,LM75UFDR-001,A,10.900000000000006,0.0,10.9,SOLO EN DETALLADO
2025-10-02|CONDESTABLE|LM75UFDR-001|B,2025-10-02,CONDESTABLE,LM75UFDR-001,B,0.0,0.0,0.0,COINCIDE OK
2025-10-03|CONDESTABLE|LM75UFDR-001|A,2025-10-03,CONDESTABLE,LM75UFDR-001,A,0.0,0.0,0.0,COINCIDE OK
2025-10-03|CONDESTABLE|LM75UFDR-001|B,2025-10-03,CONDESTABLE,LM75UFDR-001,B,0.0,0.0,0.0,COINCIDE OK
2025-10-04|CONDESTABLE|LM75UFDR-001|A,2025-10-04,CONDESTABLE,LM75UFDR-001,A,0.0,0.0,0.0,COINCIDE OK
2025-10-04|CONDESTABLE|LM75UFDR-001|B,2025-10-04,CONDESTABLE,LM75UFDR-001,B,0.0,0.0,0.0,COINCIDE OK
2025-10-05|CONDESTABLE|LM75UFDR-001|A,2025-10-05,CONDESTABLE,LM75UFDR-001,A,0.0,0.0,0.0,COINCIDE OK
2025-10-05|CONDESTABLE|LM75UFDR-001|B,2025-10-05,CONDESTABLE,LM75UFDR-001,B,0.0,0.0,0.0,COINCIDE OK
2025-10-06|CONDESTABLE|LM75UFDR-001|A,2025-10-06,CONDESTABLE,LM75UFDR-001,A,0.0,0.0,0.0,COINCIDE OK
2025-10-06|CONDESTABLE|LM75UFDR-001|B,2025-10-06,CONDESTABLE,LM75UFDR-001,B,0.0,0.0,0.0,COINCIDE OK
2025-10-07|CONDESTABLE|LM75UFDR-001|A,2025-10-07,CONDESTABLE,LM75UFDR-001,A,0.0,0.0,0.0,COINCIDE OK
2025-10-07|CONDESTABLE|LM75UFDR-001|B,2025-10-07,CONDESTABLE,LM75UFDR-001,B,0.0,0.0,0.0,COINCIDE OK
2025-10-08|CONDESTABLE|LM75UFDR-001|A,2025-10-08,CONDESTABLE,LM75UFDR-001,A,0.0,0.0,0.0,COINCIDE OK
2025-10-08|CONDESTABLE|LM75UFDR-001|B,2025-10-08,CONDESTABLE,LM75UFDR-001,B,0.0,0.0,0.0,COINCIDE OK
2025-10-09|CONDESTABLE|LM75UFDR-001|A,2025-10-09,CONDESTABLE,LM75UFDR-001,A,0.0,0.0,0.0,COINCIDE OK
2025-10-09|CONDESTABLE|LM75UFDR-001|B,2025-10-09,CONDESTABLE,LM75UFDR-001,B,0.0,0.0,0.0,COINCIDE OK
2025-10-10|CONDESTABLE|LM75UFDR-001|A,2025-10-10,CONDESTABLE,LM75UFDR-001,A,0.0,0.0,0.0,COINCIDE OK
2025-10-10|CONDESTABLE|LM75UFDR-001|B,2025-10-10,CONDESTABLE,LM75UFDR-001,B,0.0,0.0,0.0,COINCIDE OK
2025-10-11|CONDESTABLE|LM75UFDR-001|A,2025-10-11,CONDESTABLE,LM75UFDR-001,A,0.0,0.0,0.0,COINCIDE OK
2025-10-11|CONDESTABLE|LM75UFDR-001|B,2025-10-11,CONDESTABLE,LM75UFDR-001,B,0.0,0.0,0.0,COINCIDE OK
2025-10-12|CONDESTABLE|LM75UFDR-001|A,2025-10-12,CONDESTABLE,LM75UFDR-001,A,0.0,0.0,0.0,COINCIDE OK
2025-10-12|CONDESTABLE|LM75UFDR-001|B,2025-10-12,CONDESTABLE,LM75UFDR-001,B,0.0,0.0,0.0,COINCIDE OK
2025-10-13|CONDESTABLE|LM75UFDR-001|A,2025-10-13,CONDESTABLE,LM75UFDR-001,A,0.0,0.0,0.0,COINCIDE OK
2025-10-13|CONDESTABLE|LM75UFDR-001|B,2025-10-13,CONDESTABLE,LM75UFDR-001,B,0.0,0.0,0.0,COINCIDE OK
2025-10-14|CONDESTABLE|LM75UFDR-001|A,2025-10-14,CONDESTABLE,LM75UFDR-001,A,0.0,0.0,0.0,COINCIDE OK
2025-10-14|CONDESTABLE|LM75UFDR-001|B,2025-10-14,CONDESTABLE,LM75UFDR-001,B,0.0,0.0,0.0,COINCIDE OK
2025-10-15|CONDESTABLE|LM75UFDR-001|A,2025-10-15,CONDESTABLE,LM75UFDR-001,A,0.0,0.0,0.0,COINCIDE OK
2025-10-15|CONDESTABLE|LM75UFDR-001|B,2025-10-15,CONDESTABLE,LM75UFDR-001,B,0.0,0.0,0.0,COINCIDE OK
2025-10-16|CONDESTABLE|LM75UFDR-001|A,2025-10-16,CONDESTABLE,LM75UFDR-001,A,0.0,0.0,0.0,COINCIDE OK
2025-10-16|CONDESTABLE|LM75UFDR-001|B,2025-10-16,CONDESTABLE,LM75UFDR-001,B,0.0,0.0,0.0,COINCIDE OK
2025-10-17|CONDESTABLE|LM75UFDR-001|A,2025-10-17,CONDESTABLE,LM75UFDR-001,A,0.0,0.0,0.0,COINCIDE OK
2025-10-17|CONDESTABLE|LM75UFDR-001|B,2025-10-17,CONDESTABLE,LM75UFDR-001,B,0.0,0.0,0.0,COINCIDE OK
2025-10-18|CONDESTABLE|LM75UFDR-001|A,2025-10-18,CONDESTABLE,LM75UFDR-001,A,0.0,0.0,0.0,COINCIDE OK
2025-10-18|CONDESTABLE|LM75UFDR-001|B,2025-10-18,CONDESTABLE,LM75UFDR-001,B,0.0,0.0,0.0,COINCIDE OK
2025-10-19|CONDESTABLE|LM75UFDR-001|A,2025-10-19,CONDESTABLE,LM75UFDR-001,A,0.0,0.0,0.0,COINCIDE OK
2025-10-19|CONDESTABLE|LM75UFDR-001|B,2025-10-19,CONDESTABLE,LM75UFDR-001,B,0.0,0.0,0.0,COINCIDE OK
2025-10-20|CONDESTABLE|LM75UFDR-001|A,2025-10-20,CONDESTABLE,LM75UFDR-001,A,0.0,0.0,0.0,COINCIDE OK
2025-10-20|CONDESTABLE|LM75UFDR-001|B,2025-10-20,CONDESTABLE,LM75UFDR-001,B,0.0,0.0,0.0,COINCIDE OK
2025-10-21|CONDESTABLE|LM75UFDR-001|A,2025-10-21,CONDESTABLE,LM75UFDR-001,A,0.0,0.0,0.0,COINCIDE OK
2025-10-21|CONDESTABLE|LM75UFDR-001|B,2025-10-21,CONDESTABLE,LM75UFDR-001,B,0.0,0.0,0.0,COINCIDE OK
2025-10-22|CONDESTABLE|LM75UFDR-001|A,2025-10-22,CONDESTABLE,LM75UFDR-001,A,0.0,0.0,0.0,COINCIDE OK
